年份,作物编号,p2面积/亩,p3面积/亩,差异(p3-p2)/亩
2026,2,141.63618968393337,113.41921399010683,-28.21697569382654
2026,3,52.638056694919676,55.0,2.361943305080324
2026,4,98.83195100973161,98.09240416572251,-0.739546844009098
2026,5,12.457027025526015,12.481998442475646,0.02497141694963112
2026,6,267.69471171222244,264.87007458750224,-2.824637124720198
2026,7,162.88302353731396,162.77991990267202,-0.10310363464193983
2026,8,150.0,150.0,0.0
2026,9,48.39054711981571,49.74999726026379,1.3594501404480823
2026,10,27.872179053456364,26.59929954686338,-1.2728795065929823
2026,11,13.544296663515343,14.177281325689393,0.6329846621740494
2026,12,5.593165122904972,5.688486299199789,0.09532117629481629
2026,13,20.15158069977032,14.892189421843632,-5.259391277926689
2026,17,14.537935422127621,12.081941150063624,-2.4559942720639967
2026,18,13.522119245489645,13.9073525807219,0.38523333523225567
2026,19,2.6733224191806757,3.822911650132782,1.149589230952106
2026,20,13.89176623663672,15.2580214193807,1.3662551827439806
2026,21,14.767715459720327,14.410931211609554,-0.35678424811077214
2026,22,8.310450359162857,6.832454318579565,-1.4779960405832924
2026,23,0.8894674227318521,0.46194807608743704,-0.42751934664441504
2026,24,1.3023291832688721,0.695463061477702,-0.6068661217911702
2026,25,2.3597620315514654,3.0634924537802393,0.7037304222287739
2026,26,1.2932137607017469,1.0919375140295202,-0.20127624667222666
2026,27,1.45649147274414,1.0326996963236859,-0.4237917764204542
2026,28,11.703866999745903,11.626779203895643,-0.07708779585026093
2026,29,1.6644913610497216,2.0351612039693845,0.3706698429196629
2026,30,0.578761052218318,0.45865662487682457,-0.1201044273414934
2026,31,1.3634059861060928,1.9965045214252037,0.633098535319111
2026,32,0.2995318944712757,0.31796324813383264,0.018431353662556937
2026,33,0.45545605213150836,0.6275052679764397,0.17204921584493132
2026,34,0.1607925612927678,0.35044448066736705,0.18965191937459924
2026,35,30.527028466621935,31.01232863404772,0.48530016742578397
2026,36,25.060375443189226,25.609558382169983,0.5491829389807563
2026,37,12.019134280821525,12.51567162461479,0.4965373437932641
2026,38,1.854875307566761,1.8799807546944631,0.02510544712770213
2026,39,1.690845789523483,1.7580886427847666,0.06724285326128365
2026,40,1.8314143721932097,1.7500453065115882,-0.0813690656816215
2026,41,4.111999170356749,4.0619070951908025,-0.050092075165946603
2027,1,91.65687595461063,93.97936006517273,2.322484110562101
2027,2,46.712450940015074,44.43823539126289,-2.2742155487521813
2027,3,55.76324411380894,56.318659222551496,0.5554151087425581
2027,4,97.19218252444138,87.42548691351774,-9.766695610923634
2027,5,14.561821501148193,21.391927033694145,6.830105532545952
2027,6,283.7958801352812,268.51877952578207,-15.277100609499144
2027,7,149.21768481371615,171.0,21.782315186283853
2027,8,185.78231518628385,194.0,8.217684813716147
2027,9,49.28176695399667,45.69896621343106,-3.5828007405656095
2027,10,25.0,24.93765237159376,-0.06234762840623986
2027,11,12.82586543199397,14.355090365999104,1.5292249340051338
2027,12,12.668060805925975,11.58119174038876,-1.0868690655372149
2027,13,10.91329553964447,12.316186175344686,1.402890635700217
2027,14,33.41546674627897,34.907078214503265,1.491611468224292
2027,15,18.922402991110637,3.8435769412879934,-15.078826049822643
2027,16,42.0,42.0,0.0
2027,17,11.560669413636155,12.339005886745793,0.778336473109638
2027,18,12.721498273653157,13.291995581780352,0.5704973081271945
2027,19,2.2824077972226773,2.7930943010980918,0.5106865038754145
2027,21,11.12646315634181,11.20407924558257,0.07761608924075958
2027,22,5.867245669346889,6.31560685904022,0.4483611896933315
2027,23,1.1832092646057664,0.8752726771482328,-0.3079365874575336
2027,24,1.557483901089467,0.8983021722238468,-0.6591817288656202
2027,25,1.611224477835696,1.375556684148249,-0.23566779368744695
2027,26,1.3884053402033651,1.0554730558667602,-0.33293228433660493
2027,27,0.7484886388803624,1.151442537379034,0.4029538984986716
2027,28,11.149870147849061,12.401554456655802,1.251684308806741
2027,29,0.8824503314626655,1.450640702367575,0.5681903709049094
2027,30,0.5432800955149573,0.5822721559352755,0.03899206042031822
2027,31,1.5229719025874817,0.558606168029816,-0.9643657345576657
2027,32,0.12799028373287308,0.27056151127050176,0.1425712275376287
2027,33,0.8911484139812547,1.2911075559028173,0.3999591419215627
2027,34,1.5558089287646062,1.3216050755825701,-0.23420385318203607
2027,35,29.83997872977028,29.720498443617238,-0.11948028615304196
2027,36,24.69384308601949,24.614289534148554,-0.07955355187093716
2027,37,11.49387561683803,11.907090426362547,0.4132148095245167
2027,38,1.8821452815409483,1.8315782922918604,-0.05056698924908787
2027,39,1.788120150981059,1.7824828802653285,-0.005637270715730391
2027,40,1.7999999999999998,1.7999999999999998,0.0
2027,41,4.125085831102344,4.173462468790226,0.04837663768788225
2028,1,99.47162022872894,105.77481101863262,6.303190789903681
2028,2,108.47857702169686,115.59547074411519,7.116893722418325
2028,3,53.80055791567676,54.17248129887728,0.3719233832005173
2028,4,108.29340245321302,88.42684595653986,-19.866556496673155
2028,5,23.235994232642334,23.979423644873542,0.7434294122312082
2028,6,205.51430582319358,242.09452881039073,36.580222987197146
2028,7,167.5802699403842,170.76722481930568,3.186954878921483
2028,8,163.81800095382866,126.71975688491659,-37.09824406891207
2028,9,47.84715626551761,52.76616212276479,4.919005857247178
2028,10,25.874499346118924,26.732091544055322,0.8575921979363983
2028,11,14.166041200736608,14.68376239688261,0.5177211961460024
2028,12,8.86046647334291,15.0,6.13953352665709
2028,13,13.798550559419706,13.81794077371789,0.019390214298184105
2028,14,33.58692287010591,6.465550361388654,-27.121372508717254
2028,15,0.0,24.997647856369138,24.997647856369138
2028,17,28.178972314752823,39.177420320096104,10.998448005343281
2028,18,13.286035949498036,13.913968640752145,0.6279326912541094
2028,19,3.1432787744458186,2.686257926914516,-0.45702084753130245
2028,20,13.076549781611588,15.07869775780409,2.002147976192502
2028,21,14.91691498346533,14.428193246890462,-0.4887217365748686
2028,22,6.900586617383025,7.332965745350313,0.4323791279672875
2028,23,0.1977547622699458,0.8614036893365125,0.6636489270665666
2028,24,1.196197110688571,3.127360161825159,1.931163051136588
2028,25,1.1497236678908695,1.1248399191283904,-0.02488374876247912
2028,26,3.6265564380785733,1.2404733829527823,-2.386083055125791
2028,27,2.48863614730812,1.2475444903017854,-1.2410916570063346
2028,28,11.426701169539008,11.353583029674146,-0.07311813986486193
2028,29,1.2723226723289849,1.2,-0.07232267232898493
2028,30,0.4963968006390456,0.5445443888696819,0.04814758823063631
2028,31,4.10688000692506,1.754579536183642,-2.352300470741418
2028,32,0.3081198819966403,0.19284032152169117,-0.11527956047494914
2028,33,0.4883342528114376,0.2172294503275417,-0.2711048024838959
2028,34,7.91571725826092,7.058598036855991,-0.857119221404929
2028,35,36.190987279386405,31.016880413123644,-5.174106866262761
2028,36,29.830111807582735,24.46424702864113,-5.3658647789416065
2028,37,13.869175429094655,16.03028518392157,2.1611097548269154
2028,38,1.7935790495562376,1.7999999999999998,0.00642095044376223
2028,39,1.7999999999999998,1.6644081198438248,-0.13559188015617507
2028,40,1.7999999999999998,1.7999999999999998,0.0
2028,41,4.2,4.2,0.0
2029,1,68.14102432728008,70.31318712322854,2.1721627959484664
2029,2,111.28416114653064,130.1586543841278,18.874493237597164
2029,3,54.206285938245145,57.66544841457081,3.459162476325666
2029,4,120.52988540252782,83.93263249181382,-36.597252910714005
2029,5,24.504389723423998,24.989809744573975,0.4854200211499773
2029,6,204.30547693303876,225.10904190732776,20.803564974289003
2029,7,189.4402656433279,185.35836777854416,-4.081897864783741
2029,8,169.87185549163223,170.67565065422835,0.803795162596117
2029,9,49.81544775090308,50.027411518254894,0.21196376735181133
2029,10,24.620402438386353,24.603737435419234,-0.01666500296711959
2029,11,16.513247854073587,13.611427650067215,-2.9018202040063716
2029,12,5.171712496125009,15.0,9.828287503874991
2029,13,15.92448727007709,15.65701531126643,-0.26747195881065977
2029,14,0.5218815913220501,0.0,-0.5218815913220501
2029,16,20.0,20.0,0.0
2029,17,11.873099019387743,12.241768507961396,0.3686694885736532
2029,18,11.54052102993371,10.980144409677944,-0.5603766202557665
2029,19,4.911582262465666,3.4249671239609185,-1.4866151385047477
2029,20,17.043887516414888,14.733494798671956,-2.310392717742932
2029,21,15.069632538610117,15.560007962578576,0.4903754239684588
2029,22,6.959478970066287,6.670651740921464,-0.2888272291448226
2029,23,0.9974559455672802,1.3978047926533619,0.40034884708608165
2029,24,0.5186356584054506,2.4009421950625276,1.882306536657077
2029,25,2.0281623351423903,3.407460674899675,1.3792983397572849
2029,26,1.1383064244016001,3.2646881114765205,2.1263816870749204
2029,27,1.0182256485811632,0.9942270011245697,-0.023998647456593414
2029,28,11.359816543498503,11.417209265961134,0.057392722462630275
2029,29,1.2658710121913974,1.220018190968636,-0.04585282122276135
2029,30,1.2738259407920622,1.224605503051139,-0.04922043774092333
2029,31,1.398766981576073,0.7088166169699921,-0.689950364606081
2029,32,0.6,0.6,0.0
2029,33,1.5597842666600998,1.1326217015410918,-0.4271625651190081
2029,34,1.1013515674335996,1.083273915553867,-0.018077651879732537
2029,35,41.0070080768049,48.752160965876115,7.745152889071214
2029,36,24.951870836770347,24.805619266840957,-0.14625156992939026
2029,37,10.94766462854923,12.0,1.05233537145077
2029,38,1.9874728121812182,1.942217877899056,-0.04525493428216221
2029,39,1.6421335922876605,1.8171701336937391,0.1750365414060786
2029,40,1.7999999999999998,1.7999999999999998,0.0
2029,41,4.0153961545748045,4.017075299908973,0.0016791453341689078
2030,1,31.573899719505135,13.292295382444811,-18.281604337060323
2030,2,43.51060784614792,43.51060784614792,0.0
2030,3,55.0,55.0,0.0
2030,4,93.26186020378606,87.26186020378606,-6.0
2030,5,24.883925995591273,24.883925995591273,0.0
2030,6,346.0,347.0,1.0
2030,7,206.12854678533458,193.12854678533458,-13.0
2030,8,142.0,178.0,36.0
2030,9,48.24650043951287,48.24650043951287,0.0
2030,10,23.124658863917144,23.124658863917144,0.0
2030,11,13.0,15.0,2.0
2030,12,10.79116026600907,10.79116026600907,0.0
2030,13,12.983083788275064,12.983083788275064,0.0
2030,14,35.580306001877936,35.580306001877936,0.0
2030,17,13.191063665247212,12.591063665247212,-0.5999999999999996
2030,18,13.91441524334194,13.91441524334194,0.0
2030,19,4.076000119564538,4.076000119564538,0.0
2030,20,17.026283980744633,17.026283980744633,0.0
2030,21,14.988180856108382,14.988180856108382,0.0
2030,22,7.014434647846727,8.214434647846728,1.200000000000001
2030,23,0.2340226465101622,0.2340226465101622,0.0
2030,24,1.0865427727734858,1.0865427727734858,0.0
2030,25,1.0010311791470952,1.0010311791470952,0.0
2030,26,0.8533373703002596,0.8533373703002596,0.0
2030,27,1.0646843612947432,1.0646843612947432,0.0
2030,28,11.33666014703595,11.33666014703595,0.0
2030,29,1.4831378652100222,0.8831378652100222,-0.6
2030,30,0.5307010127097521,0.5307010127097521,0.0
2030,31,1.0434930918880547,1.0434930918880547,0.0
2030,32,0.26486148004771276,0.26486148004771276,0.0
2030,33,2.215492289062135,2.215492289062135,0.0
2030,34,0.5149606867181518,0.5149606867181518,0.0
2030,35,30.917381591760503,30.917381591760503,0.0
2030,36,26.88158957152593,26.88158957152593,0.0
2030,37,13.063050719359307,13.063050719359307,0.0
2030,38,1.8269683224958384,1.8269683224958384,0.0
2030,39,1.7780642281766759,1.7780642281766759,0.0
2030,40,1.7999999999999998,1.7999999999999998,0.0
2030,41,4.171018698395485,4.171018698395485,0.0
